OBJECTID,Station_ID,Feature_Origin,Notes,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Offset_Feature_Notes,GlobalID,CreationDate,Creator,EditDate,Editor,fault_az_min_L,fault_az_max_L,fault_dip_min_L,fault_dip_max_L,local_frac_az_min_L,local_frac_az_max_L,striations_observed_L,gouge_observed_L,vect_plunge_min_L,vect_plunge_max_L,vect_az_min_L,vect_az_max_L,horiz_az_min_L,horiz_az_max_L,_Compiler_Note,_aperture_max,_aperture_min,_aperture_pref,_citation,_feature_type,_heave_type,_latitude,_longitude,_obs_affiliation,_obs_position,_observed_feature,_orig_lat,_orig_lon,_source,_team,_team_id,_vert_slip_type
934,375,Tectonic,"Source: Ridgecrest 2019; N40W strike; 82 +/- 5 cm right-lateral, no vertical.",,Right,,,,,Separation,,,,,,,,,,,,,,82.0,77.0,87.0,,,,,,2019-07-25T15:18:42-07,K. Kendrick,,,,,,,,,,,,,,,,,,,,,,,,35.749284,-117.576861,USGS,At Site,,35.749284,-117.576861,7.1,"T. Dawson/CGS
J. Hernandez/CGS
K. Kendrick/USGS",'07/25-1',
935,C2_509,Tectonic,Source: Ridgecrest 2019; From K. Kendrick: Offset communications wire across fault; 41 +/- 1 cm; measurement of mark of former location of wire. 2-3 cm up on west. 320 strike,,Right,East,,,,Separation,,,,Crack(s),,,,,,,,,,40.0,37.0,43.0,,2.0,3.0,,,2019-07-25T15:33:50-07,J. Hernandez,,,,,,,,,No,No,,,,,,,,,,,,Cultural,,35.7483043,-117.5757205,CGS,At Site,Wire,35.7483043,-117.5757205,7.1,"T. Dawson/CGS
J. Hernandez/CGS
K. Kendrick/USGS",'07/25-1',Separation
936,C2_510,Tectonic,"Source: Ridgecrest 2019; Northern margin of 1-m wide sand/gravel bar, channel margin azimuth: 054 (east), 045 (west). Locally down to east 8 cm; within meters of scarp few cm down to west as well (possibly no vertical offset). High quality.",,Right,East,,,,Separation,,,,Scarp,1.0,,,,,,,,,85.0,75.0,95.0,8.0,3.0,13.0,,,2019-07-25T15:33:51-07,C. DuRoss,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.73896725,-117.577326,USGS,At Site,Channel in playa,35.73896725,-117.577326,7.1,"C. DuRoss/USGS
A. Pickering/USGS",'07/25-2',Separation
937,C2_511,Tectonic,"Source: Ridgecrest 2019; From K. Kendrick: 16 cm right-lateral; crack edge; 330 strike; broad zone, ~ 30 m. ",,Right,,,,,,,,,,30.0,,,,,,,,,16.0,,,,,,,,2019-07-25T15:45:19-07,J. Hernandez,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.74593132,-117.5736983,CGS,At Site,crack edge,35.74593132,-117.5736983,7.1,"T. Dawson/CGS
J. Hernandez/CGS
K. Kendrick/USGS",'07/25-1',
938,C2_512,Tectonic,"Source: Ridgecrest 2019; East fault: 49 +/- 5 right-lateral, azimuth: 320, 5 cm width, no vertical, channel azimuth: 081(west), 079 (east).  
West fault: 32 +/- 10 cm, azimuth 336, 10 cm width, no vertical, channel azimuth 104 (west), 106 (east).",,Right,,,,,Separation,,,,Scarp,15.0,,,,,,,,,81.0,66.0,96.0,,,,,,2019-07-25T15:59:32-07,C. DuRoss,,,320.0,336.0,,,,,No,No,,,,,,,,,,,,Natural,,35.73832423,-117.576447,USGS,At Site,Channel in playa,35.73832423,-117.576447,7.1,"C. DuRoss/USGS
A. Pickering/USGS",'07/25-2',
939,C2_513,Tectonic,Source: Ridgecrest 2019; Measured contact between sand bar and channel with gravel. East channel azimuth (039) west (043). Added 10 cm for minor fault strand 2 m west. Medium quality.,,Right,West,,,,Separation,,,,Scarp,2.0,,,,,,,,,66.0,51.0,81.0,3.0,1.0,5.0,,,2019-07-25T16:15:13-07,C. DuRoss,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.7371137,-117.575033,USGS,At Site,Channel in playa,35.7371137,-117.575033,7.1,"C. DuRoss/USGS
A. Pickering/USGS",'07/25-2',Separation
940,C2_514,Tectonic,"Source: Ridgecrest 2019; Low-medium quality. Measured channel base where adjacent to sand along S margin. East channel azimuth: 036, west 035.",,Right,,,,,Separation,,,,Scarp,1.299999952,,,,,,,,,49.0,29.0,69.0,,,,,,2019-07-25T16:30:16-07,C. DuRoss,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.736502,-117.5743198,USGS,At Site,Channel margin on playa,35.736502,-117.5743198,7.1,"C. DuRoss/USGS
A. Pickering/USGS",'07/25-2',
941,C2_539,Tectonic,Source: Ridgecrest 2019; nan,,Right,,,320.0,,Separation,,,,Scarp,2.400000095,,,,,,,,,334.0,299.0,369.0,,,,,,2019-07-25T16:35:23-07,B. Olson,,,,,,,,,No,No,,,,,,,,,,0.899999976,,Natural,,35.74942748,-117.5918163,CGS,At Site,playa surface,35.74942748,-117.5918163,7.1,"R. Gold/USGS
B. Olson/CGS
B. Philibosian/USGS
K. Scharer/USGS
G. Seitz/CGS
E. Spangler/CGS",'07/25-4',
942,C2_515,Tectonic,"Source: Ridgecrest 2019; East channel azimuth 022, west 026. Good quality.",,Right,West,,,,Separation,,,,Scarp,0.400000006,,,,,,,,,34.0,29.0,39.0,2.0,0.0,4.0,,,2019-07-25T16:36:51-07,C. DuRoss,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.73575147,-117.5732294,USGS,At Site,Channel in playa,35.73575147,-117.5732294,7.1,"C. DuRoss/USGS
A. Pickering/USGS",'07/25-2',Separation
943,C2_516,Tectonic,"Source: Ridgecrest 2019; South margin of 25 cm wide channel. East channel (081), west (087). Good quality",,Right,,,,,Separation,,,,Scarp,0.400000006,,,,,,,,,19.0,14.0,24.0,,,,,,2019-07-25T16:44:07-07,C. DuRoss,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.73438914,-117.572053,USGS,At Site,Channel margin,35.73438914,-117.572053,7.1,"C. DuRoss/USGS
A. Pickering/USGS",'07/25-2',
944,C2_517,Tectonic,Source: Ridgecrest 2019; Southern end of rupture; expressed as cracks; cm scale right-lateral possible.,,Right,,,,,,,,,Crack(s),10.0,,,,,,,,,,,1.0,,,,,,2019-07-25T16:52:23-07,C. DuRoss,,,,,,,,,No,No,,,,,,,,,,,,Cultural,,35.73293898,-117.5712457,USGS,At Site,Graded surface,35.73293898,-117.5712457,7.1,"C. DuRoss/USGS
A. Pickering/USGS",'07/25-2',
945,KWH-MEO1,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 15 cm wide, no vertical offset. Fault strike 321 +/- 2; horiz offset 430 cm RL measured along fault strike. ",,Right,,,,321.0,Offset,,,,Other,,,0.150000006,,0.0,430.0,,,,430.0,,,0.0,,,,,2019-07-30T10:45:00-07,K. Hudnut,,,319.0,323.0,,,,,No,No,,,,,319.0,323.0,Observation time is estimated,,,0.150000006,,,,35.748662,-117.590961,USGS,At Site,Channel margin,35.748662,-117.590961,7.1,K. Hudnut/USGS,'07/30-1',Separation
946,KWH-2,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 20 cm wide, no vertical offset. Fault strike 323 +/- 2; horiz offset 290 cm RL measured along fault strike. ",,Right,,,,323.0,Offset,0.0,,,Other,,,0.200000003,,0.0,290.0,,,,290.0,,,0.0,,,,,2019-07-30T11:40:00-07,K. Hudnut,,,321.0,325.0,,,,,No,No,,,,,321.0,325.0,Observation time is estimated,,,0.200000003,,,,35.749868,-117.592275,USGS,At Site,Channel margin,35.749868,-117.592275,7.1,K. Hudnut/USGS,'07/30-1',Separation
947,KWH-MEO3,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 20 cm wide, no vertical offset. Fault strike 325 +/- 2; horiz offset 300 cm RL measured along fault strike. ",,Right,,,,325.0,Offset,0.0,,,Other,,,0.200000003,,0.0,300.0,,,,300.0,,,0.0,,,,,2019-07-30T12:40:00-07,K. Hudnut,,,323.0,327.0,,,,,No,No,,,,,323.0,327.0,Observation time is estimated,,,0.200000003,,,,35.745908,-117.588453,USGS,At Site,Channel margin,35.745908,-117.588453,7.1,K. Hudnut/USGS,'07/30-1',Separation
948,KWH-4,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 15 cm wide, no vertical offset. Fault strike 324 +/-2; horiz offset 440 cm RL measured along fault strike. ",,Right,,,,324.0,Offset,0.0,,,Other,,,0.150000006,,0.0,440.0,,,,440.0,,,0.0,,,,,2019-07-30T12:55:00-07,K. Hudnut,,,322.0,326.0,,,,,No,No,,,,,322.0,326.0,Observation time is estimated,,,0.200000003,,,,35.74688,-117.589464,USGS,At Site,Channel margin,35.74688,-117.589464,7.1,K. Hudnut/USGS,'07/30-1',Separation
949,KWH-MEO-14,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 20 cm wide, no vertical offset. Fault strike 315 +/- 2; horiz offset 180 cm RL measured along fault strike. ",,Right,,,,315.0,Offset,0.0,,,Other,,,0.200000003,,0.0,180.0,,,,180.0,,,0.0,,,,,2019-07-31T00:00:00-07,K. Hudnut,,,313.0,317.0,,,,,Yes,No,,,,,313.0,317.0,Observation time not reported,,,0.200000003,,,,35.74186111,-117.5841667,USGS,At Site,Channel margin (about 5 cm high),35.74186111,-117.5841667,7.1,K. Hudnut/USGS,'07/31-1',Separation
950,KWH-MEO-5,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 15 cm wide, no vertical offset. Fault strike 335 +/- 2; horiz offset 295 cm RL measured along fault strike. ",,Right,,,,335.0,Offset,0.0,,,Other,,,0.150000006,,0.0,295.0,,,,295.0,,,0.0,,,,,2019-07-31T08:30:00-07,K. Hudnut,,,333.0,337.0,,,,,No,No,,,,,313.0,337.0,Observation time is estimated,,,0.150000006,,,,35.73152778,-117.5786944,USGS,At Site,Coppice dune,35.73152778,-117.5786944,7.1,K. Hudnut/USGS,'07/31-1',Separation
951,KWH-MEO-6,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 15 cm wide, no vertical offset. Fault strike 326 +/- 2; horiz offset 255 cm RL measured along fault strike. ",,Right,,,,326.0,Offset,0.0,,,Other,,,0.150000006,,0.0,255.0,,,,255.0,,,0.0,,,,,2019-07-31T09:00:00-07,K. Hudnut,,,324.0,328.0,,,,,No,No,,,,,320.0,328.0,Observation time is estimated,,,0.150000006,,,,35.73269444,-117.5797222,USGS,At Site,Double channel; inter-channel bar (ridge) in between the two thalwegs was measured,35.73269444,-117.5797222,7.1,K. Hudnut/USGS,'07/31-1',Separation
952,KWH-MEO-7,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 15 cm wide, no vertical offset. Fault strike 319 +/- 2; horiz offset 160 cm RL measured along fault strike. ",,Right,,,,319.0,Offset,0.0,,,Other,,,0.150000006,,0.0,160.0,,,,160.0,,,0.0,,,,,2019-07-31T11:00:00-07,K. Hudnut,,,317.0,321.0,,,,,No,No,,,,,317.0,321.0,Observation time is estimated,,,0.150000006,,,,35.74491667,-117.5873056,USGS,At Site,Channel margin,35.74491667,-117.5873056,7.1,K. Hudnut/USGS,'07/31-1',Separation
953,KWH-MEO-8,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 15 cm wide, no vertical offset. Fault strike 330 +/- 2; horiz offset 360 cm RL measured along fault strike. ",,Right,,,,330.0,Offset,0.0,,,Other,,,0.150000006,,0.0,360.0,,,,360.0,,,0.0,,,,,2019-07-31T11:20:00-07,K. Hudnut,,,328.0,332.0,,,,,No,No,,,,,328.0,332.0,Observation time is estimated,,,0.150000006,,,,35.74566667,-117.5882222,USGS,At Site,Coppice dune,35.74566667,-117.5882222,7.1,K. Hudnut/USGS,'07/31-1',Separation
954,MEO-KWH-9,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 20 cm wide, no vertical offset. Fault strike 330 +/- 2; horiz offset 340 cm RL measured along fault strike. ",,Right,,,,330.0,Offset,0.0,,,Other,,,0.200000003,,0.0,340.0,,,,340.0,,,0.0,,,,,2019-07-31T11:30:00-07,K. Hudnut,,,328.0,332.0,,,,,No,No,,,,,328.0,332.0,Observation time is estimated,,,0.200000003,,,,35.74586111,-117.5884444,USGS,At Site,Channel margin,35.74586111,-117.5884444,7.1,K. Hudnut/USGS,'07/31-1',Separation
955,KWH-MEO-10,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 20 cm wide, no vertical offset. Fault strike 312 +/- 2; horiz offset 440 cm RL measured along fault strike. ",,Right,,,,312.0,Offset,0.0,,,Other,,,0.200000003,,0.0,440.0,,,,440.0,,,0.0,,,,,2019-07-31T11:45:00-07,K. Hudnut,,,310.0,314.0,,,,,No,No,,,,,310.0,314.0,Observation time is estimated,,,0.200000003,,,,35.74688889,-117.5894444,USGS,At Site,thalweg,35.74688889,-117.5894444,7.1,K. Hudnut/USGS,'07/31-1',Separation
956,KWH-MEO-11,Tectonic,"Source: Ridgecrest 2019; Fault expressed as one primary strand < 20 cm wide BUT also a prominent secondary strand that is not included in this measurement, no vertical offset. Fault strike 325 +/- 2; horiz offset 290 cm RL measured along fault strike. ",,Right,,,,325.0,Offset,0.0,,,Other,,,,,0.0,290.0,,,,290.0,,,0.0,,,,,2019-07-31T12:15:00-07,K. Hudnut,,,323.0,327.0,,,,,No,No,,,,,323.0,327.0,Observation time is estimated,,,0.200000003,,,,35.74794444,-117.5901944,USGS,At Site,root ball of coppice dune,35.74794444,-117.5901944,7.1,K. Hudnut/USGS,'07/31-1',Separation
957,KWH-MEO-12,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 20 cm wide, no vertical offset. Fault strike 315 +/- 2; horiz offset 250 cm RL measured along fault strike. ",,Right,,,,315.0,Offset,0.0,,,Other,,,0.200000003,,0.0,250.0,,,,250.0,,,0.0,,,,,2019-07-31T12:40:00-07,K. Hudnut,,,313.0,317.0,,,,,Yes,No,,,,,313.0,317.0,Observation time is estimated,,,0.200000003,,,,35.74397222,-117.5864167,USGS,At Site,channel margin and color variation,35.74397222,-117.5864167,7.1,K. Hudnut/USGS,'07/31-1',Separation
958,KWH-MEO-13,Tectonic,Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 10 cm wide with sharp vertical separation. Fault strike 315 +/- 2; horiz offset 225 cm RL measured along fault strike. ,,Right - Reverse,East,,,315.0,Offset,0.0,,,Other,,,0.100000001,,,,229.0,238.0,,225.0,,,,43.70000076,77.5,,,2019-07-31T13:00:00-07,K. Hudnut,,,313.0,317.0,,,,,Yes,No,11.0,19.0,,,313.0,317.0,Observation time is estimated. Assumed that 225 cm is horizontal offset. Used observations of 11 deg and 19 deg slickensides to estimate vector length and vertical offset with uncertainties.,,,0.100000001,,,,35.74258333,-117.5848611,USGS,At Site,Coarse sand bar feature,35.74258333,-117.5848611,7.1,K. Hudnut/USGS,'07/31-1',Offset
959,KWH-DMcP-15,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 20 cm wide, no vertical offset. Fault strike 330 +/- 2; horizontal offset 520 cm right-lateral measured along fault strike. ",,Right,,,,330.0,Offset,,,,Other,,,0.150000006,,0.0,520.0,,,,520.0,,,,,,,,2019-08-01T00:00:00-07,K. Hudnut,,,328.0,332.0,,,,,No,No,,,,,328.0,332.0,Observation time not reported,,,0.100000001,,Natural,,35.746132,-117.588667,USGS,At Site,NW channel margin (and Devin got thalweg w/ GeoXH),35.746132,-117.588667,7.1,K. Hudnut/USGS,'08/01-1',
960,KWH-16,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 15 cm wide, no vertical offset. Fault strike 330 +/- 2; horizontal offset 335 cm right-lateral measured along fault strike. ",,Right,,,,330.0,Offset,,,,Other,,,0.150000006,,0.0,335.0,,,,335.0,,,0.0,,,,,2019-08-01T11:00:00-07,K. Hudnut,,,328.0,332.0,,,,,No,No,,,,,328.0,332.0,Observation time is estimated,,,0.100000001,,Natural,,35.746051,-117.588596,USGS,At Site,bush dune,35.746051,-117.588596,7.1,K. Hudnut/USGS,'08/01-1',Separation
961,KWH-17,Tectonic,"Source: Ridgecrest 2019; Fault expressed as a continuous single strand < 15 cm wide, no vertical offset. Fault strike 328 +/- 2; horizontal offset 325 cm right-lateral measured along fault strike. ",,Right,,,,328.0,Offset,,,,Other,,,0.150000006,,0.0,325.0,,,,325.0,,,,,,,,2019-08-02T07:30:00-07,K. Hudnut,,,326.0,330.0,,,,,No,No,,,,,326.0,330.0,Observation time is estimated,,,0.100000001,,Natural,,35.72788,-117.575956,USGS,At Site,bush dune,35.72788,-117.575956,7.1,K. Hudnut/USGS,'08/02-1',
962,49,Tectonic,Source: Ridgecrest 2019; Well-defined fissure with 3 cm of subsidence and width of 1.0 to 1.5 m striking N30E. Fissure bounded to south by distributed zone of right-stepping en echelon ground fractures striking N40E with fracture widths of 0.5 to 1 cm. ,,Left - Normal,,,30.0,,,2.200000048,,,Other,,1.0,1.5,,,,,,,,,,3.0,,,,,2019-08-05T00:00:00-07,S. Bacon,,,38.0,42.0,,,28.0,32.0,No,No,,,,,,,Extension estimated using 70° dip of graben wall on primary fissure. ,,,,,,Extension,35.69090032,-117.5288068,DRI,At Site,Soil,35.69090032,-117.5288068,Uncertain,"S. Bacon/DRI
T. Bullard/DRI",'08/05-3',Separation
963,32,Tectonic,"Source: Ridgecrest 2019; Compression feature (e.g., pop-up) with 0.4-0.5 m relief. Two sets of ground fractures crossing feature; feature is elliptical in plan view having dimensions of about 7 x 10 m. Ground fractures strike: N15-30E (intermediate axis) and N85W (long axis) of ellipsoid-shaped pop-up feature.",,Reverse,,,,,,,3.200000048,7.099999905,Zone of deformation,,7.0,10.0,,,,,,,,,,,40.0,50.0,,,2019-08-05T00:00:00-07,S. Bacon,,,,,,,285.0,30.0,No,No,,,,,,,Compression estimated using reported relief and feature dimansions.,,,,,Natural,Compression,35.68723404,-117.5331966,DRI,At Site,Soil,35.68723404,-117.5331966,Uncertain,S. Bacon/DRI,'08/05-2',Separation
964,58,Tectonic,Source: Ridgecrest 2019; Well-defined fissure with 2 cm of subsidence and width of 180 cm striking N45E.,,Extensional,,,,,,1.5,,,Other,1.799999952,,,,,,,,,,,,2.0,,,,,2019-08-05T00:00:00-07,S. Bacon,,,43.0,47.0,,,,,No,No,,,,,,,Extension estimated using 70° dip of graben walls. ,,,,,,Extension,35.69310765,-117.5261399,DRI,At Site,Soil,35.69310765,-117.5261399,Uncertain,"S. Bacon/DRI
T. Bullard/DRI",'08/05-3',Separation
965,45,Tectonic,Source: Ridgecrest 2019; Well-defined fissure with 3 to 4 cm of subsidence and width of 110 cm striking N50E. Fissure bounded to south by 30 m wide distributed zone of ground fractures striking N30E with fracture widths of 2 to 5 cm. ,,Extensional,,,,,,,2.200000048,3.0,Other,1.100000024,,,,,,,,,,,,,3.0,4.0,,,2019-08-05T00:00:00-07,S. Bacon,,,48.0,52.0,,,,,No,No,,,,,,,Extension on primary fissure estimated using 70° dip of graben walls. ,,,,,,Extension,35.69021674,-117.5296574,DRI,At Site,Soil,35.69021674,-117.5296574,Uncertain,"S. Bacon/DRI
T. Bullard/DRI",'08/05-3',Separation
966,101,Tectonic,"Source: Ridgecrest 2019; Primary fault rupture in form of 20 cm wide fissure striking N50W. Right-lateral offset of alluvial channel margin of 1.1 m with normal apparent seperation of 0.1 m, down-to-the southwest.",,Right,South,,,,,,,,Scarp; Other,,1.799999952,2.0,,,,,,,110.0,,,10.0,,,,,2019-08-05T00:00:00-07,S. Bacon,,,128.0,132.0,,,,,No,No,,,,,,,,,,1.0,,,,35.68804957,-117.5363451,DRI,At Site,Channel margin,35.68804957,-117.5363451,7.1,"S. Bacon/DRI
T. Bullard/DRI",'08/05-3',Separation
967,95,Tectonic,"Source: Ridgecrest 2019; Well-defined, 16 to 60 cm wide fissure with 7 to 10 cm of subsidence in graben with 4 to 5 cm of apparent normal separation, down-to-the-southwest; Fissure striking N45W.",,Right - Normal,South,,,,,,5.099999905,7.300000191,Scarp; Other,,0.159999996,0.600000024,,,,,,,,,,,4.0,5.0,,,2019-08-05T00:00:00-07,S. Bacon,,,313.0,317.0,,,,,No,No,,,,,,,Extension estimated using 70° dip of graben walls. Evidence for right lateral slip?,,,,,,Extension,35.68723272,-117.533495,DRI,At Site,Soil,35.68723272,-117.533495,Uncertain,"S. Bacon/DRI
T. Bullard/DRI",'08/05-3',Separation
968,51,Tectonic,Source: Ridgecrest 2019; Well-defined fissure with 3 to 5 cm of subsidence and width of 110 cm striking N35E.,,Extensional,,,,,,,2.200000048,3.599999905,Other,1.100000024,,,,,,,,,,,,,3.0,5.0,,,2019-08-05T00:00:00-07,S. Bacon,,,33.0,37.0,,,,,No,No,,,,,,,,,,,,,Extension,35.69122322,-117.5282592,DRI,At Site,Soil,35.69122322,-117.5282592,Uncertain,"S. Bacon/DRI
T. Bullard/DRI",'08/05-3',Separation
969,53,Tectonic,Source: Ridgecrest 2019; Well-defined fissure with 1 to 2 cm of subsidence and width of 45 cm striking N35E.,,Extensional,,,,,,,0.699999988,1.399999976,Other,0.449999988,,,,,,,,,,,,,1.0,2.0,,,2019-08-05T00:00:00-07,S. Bacon,,,33.0,37.0,,,,,No,No,,,,,,,Extension estimated using 70° dip of graben walls. ,,,,,,Extension,35.69142736,-117.5280436,DRI,At Site,Soil,35.69142736,-117.5280436,Uncertain,"S. Bacon/DRI
T. Bullard/DRI",'08/05-3',Separation
970,C3_80,Tectonic,"Source: Ridgecrest 2019; Sub cm lateral separation. discontinuous left-stepping zone , presumably right lateral but not distinct.",,Right,,,,,,,,,Crack(s),1.5,,,,,,,,,,,1.0,,,,,,2019-08-05T09:16:15-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,Natural,,35.6148787,-117.5949654,CGS,At Site,,35.6148787,-117.5949654,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/05-1',
971,C3_5,Tectonic,Source: Ridgecrest 2019; Single crack in line with another point Carlos took to the south about 50 m away. Crack is about 2 m long. Very hard to tell. Crack opens as much as 2 cm. ,,,,,,,,,,2.0,Crack(s),,,,,,,,,,,,,,,,,,2019-08-05T09:46:06-07,P. Holland,,,,,,,,,,,,,,,,,,,,,,,Extension,35.61311779,-117.5962259,CGS,At Site,,35.61311779,-117.5962259,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/05-1',
972,C3_86,Tectonic,Source: Ridgecrest 2019; Cm scale separation on north trending minor fault. Matches C. Gutierrez point to south but not traceable to north or northeast.,,,,,,,,1.0,,,Crack(s),1.0,,,,,,,,,,,,,,,,,2019-08-05T11:26:59-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,Natural,Extension,35.60513943,-117.595132,CGS,At Site,Alluvium,35.60513943,-117.595132,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/05-1',
973,C3_90,Tectonic,Source: Ridgecrest 2019; Left-lateral fault within right stepping zone with 2.5 cm of separation ,,Left,,,,38.0,Offset,,,,En_echelon,,,,,,,,,,2.5,,,,,,,,2019-08-05T12:00:39-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,,,35.60303038,-117.5975176,CGS,At Site,,35.60303038,-117.5975176,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/05-1',
974,C3_75,Tectonic,Source: Ridgecrest 2019; Crack with opening to 2 cm. No observable offset. ~2m long,,,,,15.0,,,2.0,,,Crack(s),,,,,,,,,,,,,,,,,,2019-08-05T12:07:39-07,J. Zachariasen,,,,,,,,,,,,,,,,,,,,,,,Extension,35.61214787,-117.6025772,CGS,At Site,,35.61214787,-117.6025772,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/05-1',
975,C3_91,Tectonic,"Source: Ridgecrest 2019; 1-2 cm left lateral with local down to east component of about 1 cm, in right stepping zone",,Left,East,,,,,,,,En_echelon,,,,,,,,,,,1.0,2.0,1.0,,,,,2019-08-05T12:13:06-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,,,35.60276136,-117.5976205,CGS,At Site,,35.60276136,-117.5976205,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/05-1',Separation
976,C3_77,Tectonic,Source: Ridgecrest 2019; Crack with opening to 2 cm. No observable offset. ~3m long,,,,,13.0,,,2.0,,,Crack(s),,,,,,,,,,,,,,,,,,2019-08-05T12:20:22-07,J. Zachariasen,,,,,,,,,,,,,,,,,,,,,,,Extension,35.61220093,-117.6025223,CGS,At Site,,35.61220093,-117.6025223,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/05-1',
977,C3_78,Tectonic,Source: Ridgecrest 2019; Crack with opening to 2 cm. No observable offset. ~3m long. Crack branches midway (azimuth 37). Branches about 30 cm apart at north end,,,,,,,,2.0,,,Crack(s),0.01,,,,,,,,,,,,,,,,,2019-08-05T12:25:06-07,J. Zachariasen,,,,,,,,,,,,,,,,,,,,2.0,,,Extension,35.61218907,-117.6025099,CGS,At Site,,35.61218907,-117.6025099,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/05-1',
978,C3_93,Tectonic,Source: Ridgecrest 2019; Right-stepping left-lateral fault with 1.5 cm separation ,,Left,,,,40.0,Offset,,,,En_echelon,0.400000006,,,,,,,,,1.5,,,,,,,,2019-08-05T12:27:25-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,,,35.60390394,-117.5989454,CGS,At Site,,35.60390394,-117.5989454,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/05-1',
979,C3_79,Tectonic,Source: Ridgecrest 2019; Crack opening to 2 cm. Length about 5 m,,,,,10.0,,,2.0,,,Crack(s),,,,,,,,,,,,,,,,,,2019-08-05T12:29:27-07,J. Zachariasen,,,8.0,12.0,,,,,,,,,,,,,,,,,,,Extension,35.61240344,-117.6022904,CGS,At Site,,35.61240344,-117.6022904,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/05-1',
980,42,Tectonic,"Source: Ridgecrest 2019; Well-defined mole tracks, fissures, and ground fractures distributed over about 30 m wide zone; Mole tracks, fissures, and ground fractures striking N15E to N30E. Fissures with up to 2.5 cm of subsidence Striking N30E.",,,,,30.0,,,,,1.799999952,Mole track; En echelon cracks; Other,30.0,,,,,,,,,,,,,,2.5,,,2019-08-06T00:00:00-07,S. Bacon,,,15.0,30.0,,,,,No,No,,,,,,,Using 30 m in description as rupture width. Extension estimated using 70° dip on fissure walls.,,,,,,,35.68921077,-117.5306678,DRI,At Site,Soil,35.68921077,-117.5306678,Uncertain,"S. Bacon/DRI
T. Bullard/DRI",'08/06-2',Separation
