CreationDate,Creator,Date_of_Movement,EditDate,Editor,Fault_Slip_Measurement_Type,Feature_Origin,GlobalID,Heave_cm,Heave_max_cm,Heave_min_cm,Horizontal_Separation_Max_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_cm,Local_Fault_Azimuth_Degrees,Local_Fault_Dip,Mode_Observation,Net_Slip_Max_cm,Net_Slip_Min_cm,Net_Slip_Preferred_cm,Notes,OBJECTID,Plunge,Rupture_Expression,Rupture_Width_Max_m,Rupture_Width_Min_m,Rupture_Width_m,Scarp_Facing_Direction,Slip_Azimuth,Slip_Offset_Feature_Notes,Slip_Sense,Station_ID,VM_Slip_Azimuth,Vector_Offset_Feature_Notes,Vertical_Separation_Max_cm,Vertical_Separation_Min_cm,Vertical_Separation_cm,_Compiler_Note,_aperture_max,_aperture_min,_aperture_pref,_citation,_comp_offset,_feature_type,_heave_type,_latitude,_longitude,_obs_affiliation,_obs_position,_observed_feature,_orig_lat,_orig_lon,_photo,_source,_team,_team_id,_trace,_vert_slip_type
2019-07-17T16:43:56-07,B. Swanson,,,,,Tectonic,,,,,,,1.0,,,,,,,"Source: Ridgecrest 2019; Fracture trending N-S, with cm scale slip. Approx W margin of distributed deformation SW of main strand.",1860,,,,,,,,,Right,7.1-021 (C1_783),,,,,,,,,,,,,,35.64785264,-117.4816864,CGS,At Site,,35.64785264,-117.4816864,,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',,
2019-07-17T16:48:41-07,B. Swanson,,,,,Tectonic,,,,,,,1.0,,,,,,,"Source: Ridgecrest 2019; Fracture trending N22W along west margin of distributed deformation SW of main trace, cm scale slip.",1861,,,,,,,,,Right,7.1-022 (C1_784),,,,,,,,,,,,,,35.64737827,-117.4813539,CGS,At Site,,35.64737827,-117.4813539,,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',,
2019-07-17T17:05:48-07,T. Ladinsky,,,,,Tectonic,,,,,,,,,,,,,,Source: Ridgecrest 2019; Small east facing scarp. 10 cm vertical.,1862,,,,,,East,,,Normal,C2_56,,,,,10.0,,,,,,,,,35.64687422,-117.4807186,CGS,At Site,,35.64687422,-117.4807186,,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',,Separation
2019-07-17T17:13:41-07,B. Swanson,,,,,Tectonic,,,,,,,2.0,,,,,,,Source: Ridgecrest 2019; Fracture zone up to 60 cm wide trending N24W with cm scale horizontal separations,1863,,Zone of deformation,,,0.600000024,,,,Right,7.1-025 (C1_787),,,,,,,,,,,,,,35.64513041,-117.4801388,CGS,At Site,,35.64513041,-117.4801388,,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',,
2019-07-17T17:28:11-07,B. Swanson,,,,,Tectonic,,,,,,,,28.0,,,,,,"Source: Ridgecrest 2019; Minor extensional fault down to east up to 2 cm, N28E locally ",1864,,,,,,East,,,Extensional,7.1-028 (C1_790),,,2.0,,,,,,,,,,,35.64370658,-117.4777458,CGS,At Site,,35.64370658,-117.4777458,,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',,Separation
2019-07-17T17:30:08-07,T. Ladinsky,,,,,Tectonic,,,,,,,,,,,,,,Source: Ridgecrest 2019; Small vertical displacement >5cm down to SE. Series of paralleling tending NE strands.,1865,,Scarp,,,,East,,,Normal,C2_60,,,,5.0,,,,,,,,,,35.6439072,-117.4776765,CGS,At Site,,35.6439072,-117.4776765,,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',,Separation
2019-07-17T17:40:21-07,T. Ladinsky,,,,,Tectonic,,,,,,,,,,,,,,"Source: Ridgecrest 2019; Small scarp, down to east; <5cm vertical. Possible paleoscarp",1866,,Scarp,,,,East,,,Normal,C2_61,,,5.0,,,,,,,,,,,35.64302438,-117.4752392,CGS,At Site,,35.64302438,-117.4752392,,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',,Separation
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,,,,,,0.400000006,,,,,,,Source: Ridgecrest 2019; nan,1867,,,,,,,,,Left,,,,,,,Observation time not reported,,,,,,,,35.52634,-117.34825,UCSD-Scripps,At Site,,35.52634,-117.34825,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,,0.150000006,0.100000001,0.200000003,0.100000001,,,,,,,,Source: Ridgecrest 2019; Sandy wash channel left-lateral compressional step over with 1 mm vertical component.,1868,,,,,,,,,Left,,,,,,0.100000001,Observation time not reported,,,,,,Natural,Extension,35.501797,-117.467017,UCSD-Scripps,At Site,Channel,35.501797,-117.467017,,7.1,D. Singleton/SDSU,'07/18-5',,Separation
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,0.5,,,,,0.400000006,,,,,,,Source: Ridgecrest 2019; nan,1869,,,,,,,,,Left,,,,,,,Observation time not reported,,,,,,,Extension,35.52636,-117.34834,UCSD-Scripps,At Site,,35.52636,-117.34834,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,0.400000006,,,,,,,,,,,,Source: Ridgecrest 2019; nan,1870,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,Extension,35.52636,-117.34813,UCSD-Scripps,At Site,,35.52636,-117.34813,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,0.5,,,,,0.300000012,,,,,,,Source: Ridgecrest 2019; nan,1871,,,,,,,,,Left,,,,,,,Observation time not reported,,,,,,,Extension,35.52636,-117.34801,UCSD-Scripps,At Site,,35.52636,-117.34801,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,0.200000003,,,,,,,,,,,,Source: Ridgecrest 2019; nan,1872,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,Extension,35.503875,-117.456908,UCSD-Scripps,At Site,,35.503875,-117.456908,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,0.800000012,,,,,0.5,,,,,,,Source: Ridgecrest 2019; nan,1873,,,,,,,,,Left,,,,,,,Observation time not reported,,,,,,,Extension,35.52639,-117.34783,UCSD-Scripps,At Site,,35.52639,-117.34783,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,1.200000048,,,,,0.5,,,,,,,Source: Ridgecrest 2019; Middle of sandy wash channel small 1 mm vertical component,1874,,,,,,,,,Left,,,,,,0.100000001,Observation time not reported,,,,,,Natural,Extension,35.501859,-117.466625,UCSD-Scripps,At Site,Channel,35.501859,-117.466625,,7.1,D. Singleton/SDSU,'07/18-5',,Separation
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,0.800000012,,,,,,,,,,,,Source: Ridgecrest 2019; Possible desiccation surface. Irregular/polygon shape,1875,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,Extension,35.503033,-117.461316,UCSD-Scripps,At Site,,35.503033,-117.461316,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,0.300000012,,,0.400000006,0.300000012,,,,,,,,Source: Ridgecrest 2019; Middle of dry wash channel,1876,,,,,,,,,Left,,,,,,,Observation time not reported,,,,,,Natural,Extension,35.502019,-117.467762,UCSD-Scripps,At Site,Channel,35.502019,-117.467762,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,,0.600000024,0.050000001,0.200000003,0.100000001,,,,,,,,Source: Ridgecrest 2019; Cracking across dry wash channel and banks,1877,,,,,,,,,Left,,,,,,,Observation time not reported,,,,,,Natural,Extension,35.502021,-117.467621,UCSD-Scripps,At Site,Channel,35.502021,-117.467621,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,,,,,,0.5,,,,,,,Source: Ridgecrest 2019; Top of fault scarp,1878,,,,,,,,,Left,,,,,,,Observation time not reported,,,,,,,,35.50301,-117.462111,UCSD-Scripps,At Site,,35.50301,-117.462111,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,,,,0.300000012,0.200000003,,,,,,,,Source: Ridgecrest 2019; nan,1879,,,,,,,,,Left,,,,,,,Observation time not reported,,,,,,,,35.501806,-117.466838,UCSD-Scripps,At Site,,35.501806,-117.466838,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,0.699999988,,,0.300000012,0.100000001,,,,,,,,Source: Ridgecrest 2019; nan,1880,,,,,,,,,Left,,,,,,,Observation time not reported,,,,,,,Extension,35.502707,-117.463049,UCSD-Scripps,At Site,,35.502707,-117.463049,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,,0.5,0.100000001,,,,,,,,,,Source: Ridgecrest 2019; Possible mud cracking incorporated into creep signal,1881,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,Extension,35.50271,-117.462714,UCSD-Scripps,At Site,,35.50271,-117.462714,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,,1.5,0.100000001,1.200000048,0.200000003,,,,,,,,Source: Ridgecrest 2019; Possible mud cracking incorporated into creep signal,1882,,,,,,,,,Left,,,,,,,Observation time not reported,,,,,,,Extension,35.501835,-117.46706,UCSD-Scripps,At Site,,35.501835,-117.46706,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T00:00:00-07,D. Singleton,,,,,Tectonic,,0.699999988,,,0.300000012,0.100000001,,,,,,,,Source: Ridgecrest 2019; nan,1883,,,,,,,,,Left,,,,,,,Observation time not reported,,,,,,,,35.501849,-117.466761,UCSD-Scripps,At Site,,35.501849,-117.466761,,7.1,D. Singleton/SDSU,'07/18-5',,
2019-07-18T08:50:47-07,B. Swanson,,,,,Tectonic,,,,,,,1.0,,,,,,,Source: Ridgecrest 2019; Fracture/minor fault local down to SE about 1 cm. Left lateral? Based on vector of tension ,1884,,,0.159999996,,0.150000006,East,,,Left,C2_74,,,,,,,,,,,,Natural,,35.64152712,-117.472948,CGS,At Site,alluvium ,35.64152712,-117.472948,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,
2019-07-18T08:56:16-07,T. Ladinsky,,,,,Tectonic,,,,,,,,,,,,,,"Source: Ridgecrest 2019; Small east facing scarp, 30 cm side fracture zone, NE trending strand, vertical varies 4 to 12 cm",1885,,Scarp,,,0.300000012,East,,,Normal,C2_121,,,12.0,4.0,,,,,,,,,,35.64163834,-117.4730562,CGS,At Site,,35.64163834,-117.4730562,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T08:57:51-07,B. Swanson,,,,,Tectonic,,,,,,,,,,,,,,"Source: Ridgecrest 2019; Minor fault in broad zone of northeast trending faults. Generally tensional with down to NW up to 5 cm, local antithetic minor faults.",1886,,,,,,West,,,Normal,C2_75,,,5.0,,,,,,,,,Natural,,35.64116892,-117.4728163,CGS,At Site,alluvium ,35.64116892,-117.4728163,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T09:06:30-07,J. Patton,,,,,Tectonic,,,,,,,570.0,,,,,,,Source: Ridgecrest 2019; Right-lateral oblique normal 211 strike. 140 m wide zone deformation. 5.7 m right lateral but use gps survey,1887,,,,,140.0,,,,Right - Normal,A 10 R4 (C1_804),,,,,,Offset probably too large due to uncertainty in pre-earthquake road geometry,,,,,,,,35.77089754,-117.6029695,CGS,At Site,,35.77089754,-117.6029695,,7.1,J. Patton/CGS,'07/18-6',,
2019-07-18T09:07:04-07,B. Swanson,,,,,Tectonic,,,,,,,,,,,,,,"Source: Ridgecrest 2019; Southern margin of NE trending fault zone. Dominantly down to NW tensional displacements, up to 5 cm max vertical component. Lateral slip uncertain, presumably left-lateral.",1888,,,,,,West,,,Left - Normal,C2_77,,,5.0,,,,,,,,,Natural,,35.64036572,-117.472865,CGS,At Site,Alluvium ,35.64036572,-117.472865,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T09:12:54-07,T. Ladinsky,,,,,Tectonic,,,,,,,,,,,,,,"Source: Ridgecrest 2019; Subsidiary strand of NE fault zone, connects with larger strand to the NE",1889,,Scarp,,,,West,,,Normal,C2_123,,,5.0,1.0,3.0,,,,,,,,,35.64116036,-117.473441,CGS,At Site,,35.64116036,-117.473441,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T09:18:23-07,B. Swanson,,,,Offset,Tectonic,,,,,2.0,,,58.0,,,2.0,,,"Source: Ridgecrest 2019; NE and NNW trending fractures, both appear to have tensional component. NNW trend shows up to 2 cm right lateral on N45W vector. NE trend lateral slip <1 cm",1890,,,,,,,315.0,,Right,C2_80,,,,,,,,,,,,Natural,,35.6403127,-117.4731826,CGS,At Site,Alluvium ,35.6403127,-117.4731826,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,
2019-07-18T09:18:39-07,P. Burgess,,,,Offset,Tectonic,,,,,,,2.5,,,,,,2.5,Source: Ridgecrest 2019; Approximately 30 m wide zone of ground cracking extends east from point.,1891,,Zone of deformation,,,30.0,,6.0,,Right,PB2001 (C1_805),6.0,,,,,,,,,,,Natural,,35.57263307,-117.4395858,CGS,At Site,Soil,35.57263307,-117.4395858,,7.1,P. Burgess/CGS,'07/18-7',,
2019-07-18T09:28:49-07,P. Burgess,,,,Offset,Tectonic,,,,,,,4.0,,,,,,4.0,Source: Ridgecrest 2019; nan,1892,,,,,,,333.0,,Right,PB2002 (C1_806),333.0,,,,,,,,,,,Natural,,35.57347218,-117.4402325,CGS,At Site,Soil,35.57347218,-117.4402325,,7.1,P. Burgess/CGS,'07/18-7',,
2019-07-18T09:29:42-07,B. Swanson,,,,,Tectonic,,,,,1.0,,,,,,,,,Source: Ridgecrest 2019; Fracture along south limit of NE trending fault zone. Multiple sub-parallel fractures crossing channel to north with minimal vertical component and sub-1 cm scale left-lateral component ,1893,,,,,,,,,Left,C2_82,,,,,,,,,,,,Natural,,35.64023609,-117.4737138,CGS,At Site,Qa and Qoa.,35.64023609,-117.4737138,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,
2019-07-18T09:37:36-07,S. Bennett,,,,Separation,Tectonic,,,,,12.0,6.0,9.0,,,,,,,"Source: Ridgecrest 2019; Swale center line offset, NW side up, left-lateral offset further supported by compression across right bend 2 m NE of point.",1894,,Scarp,,,2.0,East,,,Left,C2_86,,,,,,,,,,,,Natural,,35.64078795,-117.4737754,USGS,At Site,Shallow swale center line,35.64078795,-117.4737754,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,
2019-07-18T09:43:00-07,P. Burgess,,,,Separation,Tectonic,,,,,3.0,2.0,2.5,,,,,,,Source: Ridgecrest 2019; 2 cm to 3 cm observed offset.,1895,,,,,,,,,Right,PB2003 (C1_807),,,,,,,,,,,,Natural,,35.57470562,-117.4410922,CGS,At Site,Soil,35.57470562,-117.4410922,,7.1,P. Burgess/CGS,'07/18-7',,
2019-07-18T09:47:04-07,B. Swanson,,,,,Tectonic,,,,,,,,43.0,,,,,,"Source: Ridgecrest 2019; Primary strand of NE trending fault zone. Local width 20-40 cm. Varies from tensional to compressional depending on local trend. Trend in extensional segment N43E, N52E in compressional segment. up to 5 cm down to NW along strike to SW.",1896,,,0.400000006,0.200000003,0.300000012,West,,,Normal,C2_83,,,5.0,,,,,,,,,Natural,,35.64063469,-117.474013,CGS,At Site,Alluvium ,35.64063469,-117.474013,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T09:50:13-07,T. Ladinsky,,,,Separation,Tectonic,,,,,12.0,8.0,10.0,,,,,,,"Source: Ridgecrest 2019; Rupture reconfiguration using roughness, see photos. Significant uncertainty in measurement",1897,,Scarp,,,,East,,,Left - Normal,C2_125,,,16.0,4.0,10.0,,,,,,,,,35.6407313,-117.4738031,CGS,At Site,Wash bank,35.6407313,-117.4738031,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T09:57:15-07,S. Bennett,,,,,Tectonic,,,,,,,,,,,,,,"Source: Ridgecrest 2019; 3 cm offset, down on NW, across 25cm wide graben; left-lateral because compression across right bend.",1898,,Scarp,,,0.25,West,,,Left - Normal,C2_87,,,4.0,2.0,3.0,,,,,,,Natural,,35.64023896,-117.4744646,USGS,At Site,Alluvial fan surface,35.64023896,-117.4744646,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T09:59:34-07,T. Ladinsky,,,,,Tectonic,,,,,,,,,,,,,,"Source: Ridgecrest 2019; Vertical measurement varies along strike, abundant right steps",1899,,Scarp,,,,West,,,Left - Normal,C2_126,,,7.0,3.0,5.0,,,,,,,,,35.64042008,-117.4742626,CGS,At Site,,35.64042008,-117.4742626,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T09:59:48-07,P. Burgess,,,,Offset,Tectonic,,,,,,,4.5,351.0,,,,,4.5,Source: Ridgecrest 2019; Local fault trend is N9W.,1900,,,,,,,340.0,,Right,PB2004 (C1_808),340.0,,,,,,,,,,,Natural,,35.57696064,-117.4424437,CGS,At Site,Soil,35.57696064,-117.4424437,,7.1,P. Burgess/CGS,'07/18-7',,
2019-07-18T10:01:21-07,B. Swanson,,,,Offset,Tectonic,,,,,,,1.0,,,,,,,Source: Ridgecrest 2019; Southern limit of NE trending fault zone ,1901,,,,,,,288.0,,Left,C2_88,,,,,,,,,,,,Natural,,35.64011225,-117.4740406,CGS,At Site,alluvium ,35.64011225,-117.4740406,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,
2019-07-18T10:08:02-07,P. Burgess,,,,Offset,Tectonic,,,,,,,4.0,331.0,,,,,4.0,Source: Ridgecrest 2019; Local fault trend is N29W,1902,,,,,,,328.0,,Right,PB2005 (C1_809),328.0,,,,,,,,,,,Natural,,35.57788458,-117.4432971,CGS,At Site,Soil,35.57788458,-117.4432971,,7.1,P. Burgess/CGS,'07/18-7',,
2019-07-18T10:20:25-07,T. Ladinsky,,,,Separation,Tectonic,,,,,16.0,10.0,13.0,,,,,,,"Source: Ridgecrest 2019; Series of several NNE trending rupture strands north of prominent strand 40 m forms broad zone of deformation as it steps to the north, lateral measured only on 1 strand",1903,,,,,40.0,North,,,Left,C2_128,,,,,3.0,,,,,,,Natural,,35.64015957,-117.4750634,CGS,At Site,Swale margin,35.64015957,-117.4750634,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T10:24:38-07,S. Bennett,,,,Separation,Tectonic,,,,,3.0,1.0,2.0,,,,,,,"Source: Ridgecrest 2019; 2 cm left-lateral, 2 cm vertical (NW down)",1904,,Scarp,,,25.0,West,,,Left - Normal,C2_102,,,3.0,1.0,2.0,,,,,,,Cultural,,35.63879851,-117.4763236,USGS,At Site,Alluvial fan surface,35.63879851,-117.4763236,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T10:26:59-07,B. Swanson,,,,,Tectonic,,,,,,,,,,,,,,"Source: Ridgecrest 2019; Primary strand in NE trending fault zone. Minor vertical component, locally 1-2 cm down to NW",1905,,,,,,West,,,Left - Normal,C2_91,,,2.0,1.0,,,,,,,,Natural,,35.63976453,-117.4751845,CGS,At Site,Alluvium ,35.63976453,-117.4751845,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T10:31:34-07,B. Swanson,,,,,Tectonic,,,,,1.0,,,,,,,,,"Source: Ridgecrest 2019; Southern margin of NE trending fault zone. Lateral slip <1 cm, minimal vertical component, slightly tensional. Extensive right stepping minor faults between here and main trace to NW.",1906,,,,,,,,,Left,C2_101,,,,,,,,,,,,Natural,,35.63914301,-117.4755076,CGS,At Site,Alluvium ,35.63914301,-117.4755076,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,
2019-07-18T10:31:36-07,T. Ladinsky,,,,,Tectonic,,,,,2.0,,,,,,,,,"Source: Ridgecrest 2019; Broad zone of deformation, several parallel strands over zone ~20m",1907,,Scarp,,,20.0,North,,,Left - Normal,C2_129,,,,,2.0,,,,,,,,,35.64056538,-117.4748443,CGS,At Site,,35.64056538,-117.4748443,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T10:33:28-07,P. Burgess,,,,,Tectonic,,,,,,,2.5,,,,,,,"Source: Ridgecrest 2019; 3 m wide fault zone, 5 strands. Approximately 0.5 cm observed on each strand.",1908,,,,,3.0,,,,Right,PB2006 (C1_810),,,,,,Total separation is sum of individual strand offsets.,,,,,,Natural,,35.58094289,-117.4456892,CGS,At Site,Soil,35.58094289,-117.4456892,,7.1,P. Burgess/CGS,'07/18-7',,
2019-07-18T10:36:32-07,S. Bennett,,,,,Tectonic,,,,,,,,,,,,,,Source: Ridgecrest 2019; 4 cm (NW down),1909,,Scarp,,,15.0,West,,,Left - Normal,C2_103,,,5.0,3.0,4.0,,,,,,,Natural,,35.63910326,-117.4759623,USGS,At Site,Alluvial fan surface,35.63910326,-117.4759623,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T10:36:44-07,M. Mareschal,,,,,Tectonic,,4.0,,,,,,,,,,,,"Source: Ridgecrest 2019; T3. En echelon cracks, right stepping, left-lateral, N9. 4 cm opening.",1910,,En echelon,,,,,,,Left,C2_177,,,,,,,,,,,,,Extension,35.57060339,-117.3655367,CGS,At Site,,35.57060339,-117.3655367,,7.1,"T. Dawson/CGS
M. Mareschal/CGS
G. Seitz/CGS",'07/18-1',,
2019-07-18T10:45:52-07,B. Swanson,,,,Offset,Tectonic,,,,,6.0,4.0,5.0,,,,6.0,4.0,5.0,Source: Ridgecrest 2019; Main strand showing left-lateral slip. Additional slip on other smaller strands in zone. Right stepping zone/,1911,,,,,0.100000001,,224.0,,Left,C2_105,224.0,,,,,,,,,,,Natural,,35.63895123,-117.4761386,CGS,At Site,Alluvium ,35.63895123,-117.4761386,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,
2019-07-18T10:49:23-07,J. Hernandez,,,,,Tectonic,,,,,,,2.0,,,,,,,Source: Ridgecrest 2019; Few cm apparent right-lateral displacement but no measurement taken.,1912,,,,,,,,,Right,C2_188,,,,,,,,,,,,,,35.61493117,-117.5052747,CGS,At Site,,35.61493117,-117.5052747,,6.4,"M. DeFrisco/CGS
J. Hernandez/CGS",'07/18-2',,
2019-07-18T10:50:32-07,M. Mareschal,,,,,Tectonic,,,10.0,,,,,,,,,,,"Source: Ridgecrest 2019; T5. En echelon cracks, right stepping, left-lateral, N2, up to 10 cm openings",1913,,En echelon,,,,,,,Left,C2_179,,,,,,,,,,,,,Extension,35.56871214,-117.3669907,CGS,At Site,,35.56871214,-117.3669907,,7.1,"T. Dawson/CGS
M. Mareschal/CGS
G. Seitz/CGS",'07/18-1',,
2019-07-18T10:52:37-07,M. DeFrisco,,,,Offset,Tectonic,,,,,,,5.5,,,,,,5.5,Source: Ridgecrest 2019; Fault with apparent minor right-lateral offset and extensional. Pebbles cobbles and sand back filling cracks. Locally widens to 3 m zone of discontinuous distributed faulting. 5.5 cm right-lateral offset. Slip vector 353az,1914,,,,,3.0,,353.0,,Right,MD406 (C1_822),353.0,,,,,,,,,,,,,35.6147272,-117.5053715,CGS,At Site,,35.6147272,-117.5053715,,6.4,"M. DeFrisco/CGS
J. Hernandez/CGS",'07/18-2',,
2019-07-18T11:02:42-07,T. Ladinsky,,,,,Tectonic,,,,,,,,,,,,,,"Source: Ridgecrest 2019; Continued NE trending north stepping rupture, appears to line up with remote sensing lineaments.",1915,,Scarp,,,,,,,Left - Normal,C2_132,,,4.0,0.0,2.0,,,,,,,,,35.63855623,-117.4768211,CGS,At Site,,35.63855623,-117.4768211,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,Separation
2019-07-18T11:23:12-07,T. Ladinsky,,,,,Tectonic,,,,,4.0,,,,,,,,,"Source: Ridgecrest 2019; Broad zone of parallel strand, all appear to host <4 cm of slip. No vertical or horizontal observed.",1916,,Crack(s),,,,,,,Left,C2_133,,,,,,,,,,,,,,35.63750112,-117.4786694,CGS,At Site,,35.63750112,-117.4786694,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,
2019-07-18T11:30:52-07,B. Swanson,,,,,Tectonic,,,,,3.0,,,,,,,,,"Source: Ridgecrest 2019; irregular 20 m wide zone of NE trending, right stepping fractures/minor faults, presumably left lateral with slip less than several cm. minor vertical component.",1917,,Zone of deformation,,,20.0,,,,Left,C2_112,,,,,,Maximum horizontal displacement estimated from description,,,,,,,,35.63655707,-117.4785782,CGS,At Site,alluvium ,35.63655707,-117.4785782,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,
2019-07-18T11:33:29-07,T. Ladinsky,,,,,Tectonic,,,,,4.0,,,,,,,,,"Source: Ridgecrest 2019; Several strands with numerous cross fault, all appear to have small slip, <4 cm",1918,,Crack(s),,,,,,,Left,C2_134,,,,,,,,,,,,,,35.63648226,-117.478784,CGS,At Site,,35.63648226,-117.478784,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,
2019-07-18T11:39:23-07,S. Akciz,,,,Separation,Tectonic,,,,,18.0,12.0,15.0,,,,,,,Source: Ridgecrest 2019; Offset tracks,1919,,Mole track,,,25.0,,,,Right,Placemark 199,,,,,,,,,,,,,,35.59651527,-117.4222636,CSUF,At Site,Tracks,35.59651527,-117.4222636,,7.1,"S. Akciz/CSUF
S. Padilla/CSUF",'07/18-4',,
2019-07-18T11:44:01-07,B. Swanson,,,,,Tectonic,,,,,,,1.0,,,,,,,Source: Ridgecrest 2019; Discontinuous fracture on south margin of NE trending fault zone. cm-scale lateral slip. No vertical component.,1920,,,,,,,,,Left,C2_114,,,,,,,,,,,,Natural,,35.6379011,-117.4771425,CGS,At Site,Alluvium ,35.6379011,-117.4771425,,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',,
2019-07-18T11:46:06-07,S. Akciz,,,,Separation,Tectonic,,,,,22.0,16.0,19.0,,,,,,,Source: Ridgecrest 2019; Last good offset measurement [while traveling north] I was able to make.,1921,,Mole track,,,30.0,,,,Right,Placemark 201,,,,,,,,,,,,,,35.59737904,-117.4230422,CSUF,At Site,Tracks,35.59737904,-117.4230422,,7.1,"S. Akciz/CSUF
S. Padilla/CSUF",'07/18-4',,
